,,Pais,level_1,date,/m/06k1r,isPartial,log,cycle,trend
US,37,US,37,2013-02-01,62.0,False,4.127134385045092,0.05075703468230497,4.076377350362787
US,38,US,38,2013-03-01,63.0,False,4.143134726391533,0.05935834183350508,4.0837763845580275
US,39,US,39,2013-04-01,63.0,False,4.143134726391533,0.054888246514773975,4.088246479876759
US,40,US,40,2013-05-01,64.0,False,4.1588830833596715,0.07068197492560824,4.088201108434063
US,41,US,41,2013-06-01,60.0,False,4.0943445622221,0.011376015768495229,4.082968546453605
US,42,US,42,2013-07-01,64.0,False,4.1588830833596715,0.08582798028519889,4.073055103074473
US,43,US,43,2013-08-01,63.0,False,4.143134726391533,0.08397803869297071,4.059156687698562
US,44,US,44,2013-09-01,54.0,False,3.9889840465642745,-0.0544156295015803,4.043399676065855
US,45,US,45,2013-10-01,54.0,False,3.9889840465642745,-0.040326031330278234,4.029310077894553
US,46,US,46,2013-11-01,50.0,False,3.912023005428146,-0.10748397031635148,4.0195069757444974
US,47,US,47,2013-12-01,44.0,False,3.784189633918261,-0.23174771773509795,4.015937351653359
US,48,US,48,2014-01-01,59.0,False,4.07753744390572,0.05878065575218461,4.018756788153535
US,49,US,49,2014-02-01,58.0,False,4.060443010546419,0.03618460473124685,4.024258405815172
US,50,US,50,2014-03-01,57.0,False,4.04305126783455,0.01333626503026597,4.029715002804284
US,51,US,51,2014-04-01,58.0,False,4.060443010546419,0.027440556514013004,4.033002454032406
US,52,US,52,2014-05-01,60.0,False,4.0943445622221,0.06212565672718906,4.032218905494911
US,53,US,53,2014-06-01,61.0,False,4.110873864173311,0.08495401837757477,4.025919845795737
US,54,US,54,2014-07-01,62.0,False,4.127134385045092,0.11343819389415177,4.01369619115094
US,55,US,55,2014-08-01,59.0,False,4.07753744390572,0.08098268582284796,3.9965547580828717
US,56,US,56,2014-09-01,51.0,False,3.9318256327243257,-0.045567366954463395,3.977392999678789
US,57,US,57,2014-10-01,47.0,False,3.8501476017100584,-0.11031047874627031,3.9604580804563287
US,58,US,58,2014-11-01,47.0,False,3.8501476017100584,-0.09909010710716348,3.949237708817222
US,59,US,59,2014-12-01,44.0,False,3.784189633918261,-0.16119145126582923,3.9453810851840903
US,60,US,60,2015-01-01,52.0,False,3.9512437185814275,0.00235781038698768,3.94888590819444
US,61,US,61,2015-02-01,51.0,False,3.9318256327243257,-0.02523771957368881,3.9570633522980145
US,62,US,62,2015-03-01,56.0,False,4.02535169073515,0.05808780195080798,3.9672638887843417
US,63,US,63,2015-04-01,57.0,False,4.04305126783455,0.06663390755116128,3.976417360283389
US,64,US,64,2015-05-01,56.0,False,4.02535169073515,0.042929951277513645,3.982421739457636
US,65,US,65,2015-06-01,56.0,False,4.02535169073515,0.041066126639734524,3.984285564095415
US,66,US,66,2015-07-01,59.0,False,4.07753744390572,0.09580457273270193,3.9817328711730178
US,67,US,67,2015-08-01,60.0,False,4.0943445622221,0.11917242911137205,3.9751721331107284
US,68,US,68,2015-09-01,51.0,False,3.9318256327243257,-0.03478293248338904,3.9666085652077148
US,69,US,69,2015-10-01,47.0,False,3.8501476017100584,-0.10988598820494033,3.9600335899149988
US,70,US,70,2015-11-01,44.0,False,3.784189633918261,-0.17466928022395134,3.9588589141422124
US,71,US,71,2015-12-01,43.0,False,3.7612001156935624,-0.20346469596867545,3.964664811662238
US,72,US,72,2016-01-01,58.0,False,4.060443010546419,0.08432260896886268,3.9761204015775564
US,73,US,73,2016-02-01,59.0,False,4.07753744390572,0.08903371918121472,3.988503724724505
US,74,US,74,2016-03-01,57.0,False,4.04305126783455,0.04455306907898393,3.9984981987555663
US,75,US,75,2016-04-01,55.0,False,4.007333185232471,0.0030620485895545,4.004271136642917
US,76,US,76,2016-05-01,60.0,False,4.0943445622221,0.08961215971205494,4.0047324025100455
US,77,US,77,2016-06-01,59.0,False,4.07753744390572,0.07869454928211672,3.998842894623603
US,78,US,78,2016-07-01,58.0,False,4.060443010546419,0.0733859633009768,3.9870570472454423
US,79,US,79,2016-08-01,55.0,False,4.007333185232471,0.03619231477368601,3.971140870458785
US,80,US,80,2016-09-01,51.0,False,3.9318256327243257,-0.022257841010875357,3.954083473735201
US,81,US,81,2016-10-01,46.0,False,3.828641396489095,-0.11083577530339506,3.93947717179249
US,82,US,82,2016-11-01,46.0,False,3.828641396489095,-0.10190191884251076,3.930543315331606
US,83,US,83,2016-12-01,44.0,False,3.784189633918261,-0.1444663582135175,3.9286559921317785
US,84,US,84,2017-01-01,51.0,False,3.9318256327243257,-0.0016652919338735472,3.9334909246581993
US,85,US,85,2017-02-01,51.0,False,3.9318256327243257,-0.010490430014838292,3.942316062739164
US,86,US,86,2017-03-01,55.0,False,4.007333185232471,0.054961583895067,3.952371601337404
US,87,US,87,2017-04-01,56.0,False,4.02535169073515,0.06462879581974601,3.9607228949154036
US,88,US,88,2017-05-01,55.0,False,4.007333185232471,0.04198186089857314,3.965351324333898
US,89,US,89,2017-06-01,56.0,False,4.02535169073515,0.06003627368453124,3.9653154170506184
US,90,US,90,2017-07-01,56.0,False,4.02535169073515,0.06497829253021248,3.960373398204937
US,91,US,91,2017-08-01,57.0,False,4.04305126783455,0.09176717033691562,3.9512840974976347
US,92,US,92,2017-09-01,48.0,False,3.871201010907891,-0.06868830526377279,3.939889316171664
US,93,US,93,2017-10-01,51.0,False,3.9318256327243257,0.0022653244153998386,3.929560308308926
US,94,US,94,2017-11-01,44.0,False,3.784189633918261,-0.13833388898533316,3.922523522903594
US,95,US,95,2017-12-01,42.0,False,3.7376696182833684,-0.18337354607339673,3.921043164356765
US,96,US,96,2018-01-01,52.0,False,3.9512437185814275,0.026165846328314313,3.925077872253113
US,97,US,97,2018-02-01,53.0,False,3.970291913552122,0.0387618531426992,3.9315300604094228
US,98,US,98,2018-03-01,53.0,False,3.970291913552122,0.03255367347083826,3.9377382400812837
US,99,US,99,2018-04-01,54.0,False,3.9889840465642745,0.04729709315428199,3.9416869534099925
US,100,US,100,2018-05-01,52.0,False,3.9512437185814275,0.009340414820070198,3.9419033037613573
US,101,US,101,2018-06-01,55.0,False,4.007333185232471,0.069630505845379,3.937702679387092
US,102,US,102,2018-07-01,57.0,False,4.04305126783455,0.11449512571530329,3.928556142119247
US,103,US,103,2018-08-01,53.0,False,3.970291913552122,0.05519665133149454,3.9150952622206274
US,104,US,104,2018-09-01,48.0,False,3.871201010907891,-0.028658851141407204,3.8998598620492984
US,105,US,105,2018-10-01,47.0,False,3.8501476017100584,-0.0361621064421227,3.886309708152181
US,106,US,106,2018-11-01,42.0,False,3.7376696182833684,-0.1397573012738107,3.877426919557179
US,107,US,107,2018-12-01,40.0,False,3.6888794541139363,-0.18671145940422207,3.8755909135181583
US,108,US,108,2019-01-01,49.0,False,3.8918202981106265,0.01096847917620325,3.880851818934423
US,109,US,109,2019-02-01,50.0,False,3.912023005428146,0.021875098379605884,3.89014790704854
US,110,US,110,2019-03-01,53.0,False,3.970291913552122,0.06969165646277542,3.9006002570893465
US,111,US,111,2019-04-01,50.0,False,3.912023005428146,0.002328472169474516,3.9096945332586714
US,112,US,112,2019-05-01,51.0,False,3.9318256327243257,0.015747705358270192,3.9160779273660555
US,113,US,113,2019-06-01,55.0,False,4.007333185232471,0.08889674614194165,3.9184364390905295
US,114,US,114,2019-07-01,55.0,False,4.007333185232471,0.09161465536537383,3.9157185298670973
US,115,US,115,2019-08-01,52.0,False,3.9512437185814275,0.04288944501496461,3.908354273566463
US,116,US,116,2019-09-01,51.0,False,3.9318256327243257,0.03352497774224039,3.8983006549820853
US,117,US,117,2019-10-01,47.0,False,3.8501476017100584,-0.03808188128095047,3.888229482991009
US,118,US,118,2019-11-01,43.0,False,3.7612001156935624,-0.12017120040575202,3.8813713160993144
US,119,US,119,2019-12-01,43.0,False,3.7612001156935624,-0.1191218990981735,3.880322014791736
US,120,US,120,2020-01-01,52.0,False,3.9512437185814275,0.0655691323685148,3.8856745862129127
US,121,US,121,2020-02-01,51.0,False,3.9318256327243257,0.03578896020181377,3.896036672522512
US,122,US,122,2020-03-01,43.0,False,3.7612001156935624,-0.1499086190594463,3.9111087347530087
US,123,US,123,2020-04-01,47.0,False,3.8501476017100584,-0.08104011489684604,3.9311877166069045
US,124,US,124,2020-05-01,52.0,False,3.9512437185814275,-0.0028283662209500626,3.9540720848023776
US,125,US,125,2020-06-01,59.0,False,4.07753744390572,0.10132780642972872,3.976209637475991
US,126,US,126,2020-07-01,64.0,False,4.1588830833596715,0.16488205003238043,3.994001033327291
US,127,US,127,2020-08-01,61.0,False,4.110873864173311,0.10533813634365874,4.005535727829653
US,128,US,128,2020-09-01,56.0,False,4.02535169073515,0.013700480111493718,4.011651210623656
US,129,US,129,2020-10-01,56.0,False,4.02535169073515,0.010411083779535701,4.014940606955614
US,130,US,130,2020-11-01,48.0,False,3.871201010907891,-0.14702437249914047,4.018225383407032
US,131,US,131,2020-12-01,48.0,False,3.871201010907891,-0.1532995137145181,4.024500524622409
US,132,US,132,2021-01-01,57.0,False,4.04305126783455,0.008740658796624778,4.0343106090379255
US,133,US,133,2021-02-01,59.0,False,4.07753744390572,0.03189222071120046,4.045645223194519
US,134,US,134,2021-03-01,58.0,False,4.060443010546419,0.0038033792666807287,4.056639631279738
US,135,US,135,2021-04-01,60.0,False,4.0943445622221,0.028383927729120018,4.06596063449298
US,136,US,136,2021-05-01,60.0,False,4.0943445622221,0.02200613853401112,4.072338423688089
US,137,US,137,2021-06-01,62.0,False,4.127134385045092,0.05215812986403012,4.0749762551810615
US,138,US,138,2021-07-01,59.0,False,4.07753744390572,0.0040932896422605225,4.073444154263459
US,139,US,139,2021-08-01,62.0,False,4.127134385045092,0.05895293665384749,4.068181448391244
US,140,US,140,2021-09-01,58.0,False,4.060443010546419,0.0007473240320026164,4.0596956865144165
US,141,US,141,2021-10-01,58.0,False,4.060443010546419,0.010966044019206755,4.049476966527212
US,142,US,142,2021-11-01,53.0,False,3.970291913552122,-0.06873592817227658,4.0390278417243985
US,143,US,143,2021-12-01,49.0,False,3.8918202981106265,-0.13821333469043617,4.030033632801063
US,144,US,144,2022-01-01,57.0,False,4.04305126783455,0.020017206185126035,4.023034061649424
US,145,US,145,2022-02-01,57.0,False,4.04305126783455,0.026785973251024053,4.016265294583526
US,146,US,146,2022-03-01,55.0,False,4.007333185232471,-0.0009639327880224258,4.008297118020494
US,147,US,147,2022-04-01,58.0,False,4.060443010546419,0.06229725928145058,3.9981457512649685
US,148,US,148,2022-05-01,54.0,False,3.9889840465642745,0.004172698489149251,3.9848113480751253
US,149,US,149,2022-06-01,53.0,False,3.970291913552122,0.001959563688294086,3.968332349863828
US,150,US,150,2022-07-01,56.0,False,4.02535169073515,0.07653494771638947,3.94881674301876
US,151,US,151,2022-08-01,56.0,False,4.02535169073515,0.09894651741273996,3.9264051733224097
US,152,US,152,2022-09-01,48.0,False,3.871201010907891,-0.03131285811131246,3.9025138690192036
US,153,US,153,2022-10-01,47.0,False,3.8501476017100584,-0.03006056526706047,3.880208166977119
US,154,US,154,2022-11-01,43.0,False,3.7612001156935624,-0.10083140740205065,3.862031523095613
US,155,US,155,2022-12-01,39.0,False,3.6635616461296463,-0.18646473772337968,3.850026383853026
US,156,US,156,2023-01-01,48.0,False,3.871201010907891,0.02664633863689536,3.844554672270996
US,157,US,157,2023-02-01,49.0,False,3.8918202981106265,0.04894973236818867,3.842870565742438
US,158,US,158,2023-03-01,51.0,False,3.9318256327243257,0.08915328542011158,3.842672347304214
AR,159,AR,0,2010-01-01,94.0,False,4.543294782270004,0.026010013856190284,4.5172847684138135
AR,160,AR,1,2010-02-01,100.0,False,4.605170185988092,0.12623862461515944,4.478931561372932
AR,161,AR,2,2010-03-01,83.0,False,4.418840607796598,-0.022171246766389707,4.441011854562988
AR,162,AR,3,2010-04-01,80.0,False,4.382026634673881,-0.024036490617953987,4.406063125291835
AR,163,AR,4,2010-05-01,72.0,False,4.276666119016055,-0.09958721107183521,4.3762533300878905
AR,164,AR,5,2010-06-01,69.0,False,4.23410650459726,-0.11924331270534516,4.353349817302605
AR,165,AR,6,2010-07-01,75.0,False,4.31748811353631,-0.019972034899920388,4.3374601484362305
AR,166,AR,7,2010-08-01,79.0,False,4.3694478524670215,0.042743356023089873,4.326704496443932
AR,167,AR,8,2010-09-01,72.0,False,4.276666119016055,-0.042204048016482254,4.318870167032538
AR,168,AR,9,2010-10-01,80.0,False,4.382026634673881,0.06956977949795551,4.312456855175926
AR,169,AR,10,2010-11-01,73.0,False,4.290459441148391,-0.014801413899307114,4.305260855047698
AR,170,AR,11,2010-12-01,70.0,False,4.248495242049359,-0.04774271509706107,4.29623795714642
AR,171,AR,12,2011-01-01,88.0,False,4.477336814478207,0.19323955273919946,4.284097261739007
AR,172,AR,13,2011-02-01,77.0,False,4.343805421853684,0.07705326467959672,4.266752157174087
AR,173,AR,14,2011-03-01,70.0,False,4.248495242049359,0.0031585510367504455,4.245336691012609
AR,174,AR,15,2011-04-01,67.0,False,4.204692619390966,-0.017576512502549768,4.2222691318935155
AR,175,AR,16,2011-05-01,63.0,False,4.143134726391533,-0.0568856645814968,4.200020390973029
AR,176,AR,17,2011-06-01,61.0,False,4.110873864173311,-0.06989457335901594,4.180768437532327
AR,177,AR,18,2011-07-01,58.0,False,4.060443010546419,-0.10530013589647691,4.165743146442896
AR,178,AR,19,2011-08-01,65.0,False,4.174387269895637,0.019377786875397263,4.1550094830202395
AR,179,AR,20,2011-09-01,64.0,False,4.1588830833596715,0.012005673044751752,4.14687741031492
AR,180,AR,21,2011-10-01,62.0,False,4.127134385045092,-0.012845469446996383,4.139979854492088
AR,181,AR,22,2011-11-01,63.0,False,4.143134726391533,0.009984890123892143,4.13314983626764
AR,182,AR,23,2011-12-01,57.0,False,4.04305126783455,-0.0819550173654724,4.125006285200023
AR,183,AR,24,2012-01-01,74.0,False,4.30406509320417,0.1897305475210942,4.114334545683076
AR,184,AR,25,2012-02-01,66.0,False,4.189654742026425,0.09110069687187305,4.098554045154552
AR,185,AR,26,2012-03-01,62.0,False,4.127134385045092,0.04888799820087186,4.07824638684422
AR,186,AR,27,2012-04-01,54.0,False,3.9889840465642745,-0.0665274723654381,4.055511518929713
AR,187,AR,28,2012-05-01,56.0,False,4.02535169073515,-0.007912498823528402,4.033264189558678
AR,188,AR,29,2012-06-01,51.0,False,3.9318256327243257,-0.08148472294834486,4.013310355672671
AR,189,AR,30,2012-07-01,52.0,False,3.9512437185814275,-0.04608038065142139,3.997324099232849
AR,190,AR,31,2012-08-01,51.0,False,3.9318256327243257,-0.05379579076023777,3.9856214234845635
AR,191,AR,32,2012-09-01,52.0,False,3.9512437185814275,-0.026506606747545458,3.977750325328973
AR,192,AR,33,2012-10-01,55.0,False,4.007333185232471,0.034970980077907665,3.9723622051545635
AR,193,AR,34,2012-11-01,53.0,False,3.970291913552122,0.0026252269814244222,3.9676666865706975
AR,194,AR,35,2012-12-01,48.0,False,3.871201010907891,-0.0912552319468114,3.9624562428547025
AR,195,AR,36,2013-01-01,63.0,False,4.143134726391533,0.18756762532460414,3.9555671010669284
AR,196,AR,37,2013-02-01,58.0,False,4.060443010546419,0.11612844281114221,3.944314567735277
AR,197,AR,38,2013-03-01,50.0,False,3.912023005428146,-0.017117071048247556,3.9291400764763935
AR,198,AR,39,2013-04-01,52.0,False,3.9512437185814275,0.03882318362765114,3.9124205349537764
AR,199,AR,40,2013-05-01,47.0,False,3.8501476017100584,-0.04609996460339305,3.8962475663134515
AR,200,AR,41,2013-06-01,43.0,False,3.7612001156935624,-0.12215973106834266,3.883359846761905
AR,201,AR,42,2013-07-01,45.0,False,3.8066624897703196,-0.06906522999191544,3.875727719762235
AR,202,AR,43,2013-08-01,46.0,False,3.828641396489095,-0.044644136770634724,3.87328553325973
AR,203,AR,44,2013-09-01,47.0,False,3.8501476017100584,-0.024668946323088914,3.8748165480331473
AR,204,AR,45,2013-10-01,50.0,False,3.912023005428146,0.03366304951307386,3.878359955915072
AR,205,AR,46,2013-11-01,52.0,False,3.9512437185814275,0.0696999189487264,3.881543799632701
AR,206,AR,47,2013-12-01,44.0,False,3.784189633918261,-0.09836753882019078,3.882557172738452
AR,207,AR,48,2014-01-01,59.0,False,4.07753744390572,0.1967866098051676,3.880750834100552
AR,208,AR,49,2014-02-01,54.0,False,3.9889840465642745,0.11514796295737906,3.8738360836068955
AR,209,AR,50,2014-03-01,47.0,False,3.8501476017100584,-0.01265639626540338,3.862803997975462
AR,210,AR,51,2014-04-01,45.0,False,3.8066624897703196,-0.043902296869866575,3.850564786640186
AR,211,AR,52,2014-05-01,44.0,False,3.784189633918261,-0.05562808517898654,3.8398177190972476
AR,212,AR,53,2014-06-01,43.0,False,3.7612001156935624,-0.07133024420142897,3.8325303598949914
AR,213,AR,54,2014-07-01,43.0,False,3.7612001156935624,-0.06854302313521954,3.829743138828782
AR,214,AR,55,2014-08-01,46.0,False,3.828641396489095,-0.002666251801532127,3.831307648290627
AR,215,AR,56,2014-09-01,47.0,False,3.8501476017100584,0.014214504756442814,3.8359330969536156
AR,216,AR,57,2014-10-01,46.0,False,3.828641396489095,-0.013642859471717728,3.842284255960813
AR,217,AR,58,2014-11-01,48.0,False,3.871201010907891,0.02193820603999974,3.8492628048678914
AR,218,AR,59,2014-12-01,41.0,False,3.713572066704308,-0.14197097553501825,3.855543042239326
AR,219,AR,60,2015-01-01,57.0,False,4.04305126783455,0.1828863644276244,3.860164903406926
AR,220,AR,61,2015-02-01,54.0,False,3.9889840465642745,0.1291819057873571,3.8598021407769174
AR,221,AR,62,2015-03-01,49.0,False,3.8918202981106265,0.03764368528130513,3.8541766128293213
AR,222,AR,63,2015-04-01,46.0,False,3.828641396489095,-0.01652181331818703,3.845163209807282
AR,223,AR,64,2015-05-01,43.0,False,3.7612001156935624,-0.07406410101507,3.8352642167086324
AR,224,AR,65,2015-06-01,45.0,False,3.8066624897703196,-0.02004406520558133,3.826706554975901
AR,225,AR,66,2015-07-01,43.0,False,3.7612001156935624,-0.059282628674468985,3.8204827443680314
AR,226,AR,67,2015-08-01,45.0,False,3.8066624897703196,-0.010588747120221953,3.8172512368905416
AR,227,AR,68,2015-09-01,47.0,False,3.8501476017100584,0.03346516097234842,3.81668244073771
AR,228,AR,69,2015-10-01,43.0,False,3.7612001156935624,-0.05707016929158293,3.8182702849851453
AR,229,AR,70,2015-11-01,44.0,False,3.784189633918261,-0.03787681747306637,3.8220664513913274
AR,230,AR,71,2015-12-01,40.0,False,3.6888794541139363,-0.13829199811260695,3.827171452226543
AR,231,AR,72,2016-01-01,56.0,False,4.02535169073515,0.19329717126528934,3.8320545194698603
AR,232,AR,73,2016-02-01,56.0,False,4.02535169073515,0.19247167227001238,3.8328800184651373
AR,233,AR,74,2016-03-01,46.0,False,3.828641396489095,-0.0003925375882247728,3.82903393407732
AR,234,AR,75,2016-04-01,46.0,False,3.828641396489095,0.005531284113237334,3.8231101123758577
AR,235,AR,76,2016-05-01,42.0,False,3.7376696182833684,-0.08002623885369564,3.817695857137064
AR,236,AR,77,2016-06-01,41.0,False,3.713572066704308,-0.10189859350149666,3.8154706602058046
AR,237,AR,78,2016-07-01,42.0,False,3.7376696182833684,-0.08011062449601836,3.8177802427793868
AR,238,AR,79,2016-08-01,46.0,False,3.828641396489095,0.004369380325672356,3.8242720161634227
AR,239,AR,80,2016-09-01,47.0,False,3.8501476017100584,0.01688938712146637,3.833258214588592
AR,240,AR,81,2016-10-01,49.0,False,3.8918202981106265,0.048696402819623064,3.8431238952910034
AR,241,AR,82,2016-11-01,49.0,False,3.8918202981106265,0.03928469281850111,3.8525356052921254
AR,242,AR,83,2016-12-01,40.0,False,3.6888794541139363,-0.17209204421315105,3.8609714983270873
AR,243,AR,84,2017-01-01,55.0,False,4.007333185232471,0.13876871222114273,3.8685644730113284
AR,244,AR,85,2017-02-01,52.0,False,3.9512437185814275,0.07866449135802744,3.8725792272234
AR,245,AR,86,2017-03-01,51.0,False,3.9318256327243257,0.05923236201212001,3.8725932707122057
AR,246,AR,87,2017-04-01,44.0,False,3.784189633918261,-0.08530555416435348,3.8694951880826145
AR,247,AR,88,2017-05-01,47.0,False,3.8501476017100584,-0.015013168262971277,3.8651607699730297
AR,248,AR,89,2017-06-01,48.0,False,3.871201010907891,0.01115696312210579,3.8600440477857854
AR,249,AR,90,2017-07-01,45.0,False,3.8066624897703196,-0.04768634368184266,3.8543488334521623
AR,250,AR,91,2017-08-01,48.0,False,3.871201010907891,0.022736122619081645,3.8484648882888095
AR,251,AR,92,2017-09-01,46.0,False,3.828641396489095,-0.013345804728584376,3.8419872012176794
AR,252,AR,93,2017-10-01,45.0,False,3.8066624897703196,-0.028227206767389212,3.834889696537709
AR,253,AR,94,2017-11-01,45.0,False,3.8066624897703196,-0.02026137869870759,3.826923868469027
AR,254,AR,95,2017-12-01,39.0,False,3.6635616461296463,-0.1538091116559941,3.8173707577856404
AR,255,AR,96,2018-01-01,55.0,False,4.007333185232471,0.20215946961589637,3.805173715616575
AR,256,AR,97,2018-02-01,52.0,False,3.9512437185814275,0.16453111068483706,3.7867126078965905
AR,257,AR,98,2018-03-01,45.0,False,3.8066624897703196,0.044925864716273356,3.7617366250540463
AR,258,AR,99,2018-04-01,43.0,False,3.7612001156935624,0.028462972998185787,3.7327371426953766
AR,259,AR,100,2018-05-01,39.0,False,3.6635616461296463,-0.039392654709304864,3.702954300838951
AR,260,AR,101,2018-06-01,35.0,False,3.5553480614894135,-0.12075456089702863,3.676102622386442
AR,261,AR,102,2018-07-01,35.0,False,3.5553480614894135,-0.0998920245049546,3.655240085994368
AR,262,AR,103,2018-08-01,38.0,False,3.6375861597263857,-0.003825934577913692,3.6414120943042994
AR,263,AR,104,2018-09-01,36.0,False,3.58351893845611,-0.05048024442661303,3.633999182882723
AR,264,AR,105,2018-10-01,35.0,False,3.5553480614894135,-0.07697006023041553,3.632318121719829
AR,265,AR,106,2018-11-01,35.0,False,3.5553480614894135,-0.07949628190928637,3.6348443433987
AR,266,AR,107,2018-12-01,35.0,False,3.5553480614894135,-0.08342238467583218,3.6387704461652457
AR,267,AR,108,2019-01-01,49.0,False,3.8918202981106265,0.2518562078770734,3.639964090233553
AR,268,AR,109,2019-02-01,51.0,False,3.9318256327243257,0.298923069984546,3.6329025627397797
AR,269,AR,110,2019-03-01,41.0,False,3.713572066704308,0.09731131241960522,3.6162607542847027
AR,270,AR,111,2019-04-01,32.0,False,3.4657359027997265,-0.12795970383578137,3.593695606635508
AR,271,AR,112,2019-05-01,32.0,False,3.4657359027997265,-0.1047500139666453,3.570485916766372
AR,272,AR,113,2019-06-01,32.0,False,3.4657359027997265,-0.08404191712115061,3.549777819920877
AR,273,AR,114,2019-07-01,35.0,False,3.5553480614894135,0.02237644371291969,3.532971617776494
AR,274,AR,115,2019-08-01,31.0,False,3.4339872044851463,-0.08607970890686012,3.5200669133920064
AR,275,AR,116,2019-09-01,34.0,False,3.5263605246161616,0.014924274061414167,3.5114362505547474
AR,276,AR,117,2019-10-01,29.0,False,3.367295829986474,-0.13872168125046302,3.506017511236937
AR,277,AR,118,2019-11-01,34.0,False,3.5263605246161616,0.02336320930434166,3.50299731531182
AR,278,AR,119,2019-12-01,33.0,False,3.4965075614664802,-0.0027426931653184994,3.4992502546317987
AR,279,AR,120,2020-01-01,48.0,False,3.871201010907891,0.379160703036876,3.492040307871015
AR,280,AR,121,2020-02-01,47.0,False,3.8501476017100584,0.3715618595592023,3.478585742150856
AR,281,AR,122,2020-03-01,27.0,False,3.295836866004329,-0.16658730363899021,3.4624241696433193
AR,282,AR,123,2020-04-01,18.0,False,2.8903717578961645,-0.5629141422835575,3.453285900179722
AR,283,AR,124,2020-05-01,27.0,False,3.295836866004329,-0.1622879225264029,3.458124788530732
AR,284,AR,125,2020-06-01,33.0,False,3.4965075614664802,0.02199477437085795,3.4745127870956223
AR,285,AR,126,2020-07-01,37.0,False,3.6109179126442243,0.11360086307933148,3.497317049564893
AR,286,AR,127,2020-08-01,37.0,False,3.6109179126442243,0.08914660344233472,3.5217713092018896
AR,287,AR,128,2020-09-01,38.0,False,3.6375861597263857,0.09258351273843779,3.545002646987948
AR,288,AR,129,2020-10-01,35.0,False,3.5553480614894135,-0.01027585913902973,3.5656239206284432
AR,289,AR,130,2020-11-01,33.0,False,3.4965075614664802,-0.08728348490791582,3.583791046374396
AR,290,AR,131,2020-12-01,31.0,False,3.4339872044851463,-0.16550147167269635,3.5994886761578426
AR,291,AR,132,2021-01-01,43.0,False,3.7612001156935624,0.1499533785312086,3.611246737162354
AR,292,AR,133,2021-02-01,53.0,False,3.970291913552122,0.35545511484183256,3.6148367987102894
AR,293,AR,134,2021-03-01,39.0,False,3.6635616461296463,0.0550319930301173,3.608529653099529
AR,294,AR,135,2021-04-01,34.0,False,3.5263605246161616,-0.07015981992582088,3.5965203445419824
AR,295,AR,136,2021-05-01,30.0,False,3.4011973816621555,-0.18272373547123744,3.583921117133393
AR,296,AR,137,2021-06-01,34.0,False,3.5263605246161616,-0.04831436002124567,3.5746748846374072
AR,297,AR,138,2021-07-01,35.0,False,3.5553480614894135,-0.014331103737071693,3.569679165226485
AR,298,AR,139,2021-08-01,35.0,False,3.5553480614894135,-0.013678176249985352,3.569026237739399
AR,299,AR,140,2021-09-01,34.0,False,3.5263605246161616,-0.04620900466980782,3.5725695292859694
AR,300,AR,141,2021-10-01,34.0,False,3.5263605246161616,-0.053573972755692534,3.579934497371854
AR,301,AR,142,2021-11-01,34.0,False,3.5263605246161616,-0.06361592480871803,3.5899764494248796
AR,302,AR,143,2021-12-01,32.0,False,3.4657359027997265,-0.13492189052721892,3.6006577933269455
AR,303,AR,144,2022-01-01,41.0,False,3.713572066704308,0.10469139515783521,3.6088806715464727
AR,304,AR,145,2022-02-01,55.0,False,4.007333185232471,0.39803465685604333,3.609298528376428
AR,305,AR,146,2022-03-01,40.0,False,3.6888794541139363,0.09056978941819738,3.598309664695739
AR,306,AR,147,2022-04-01,35.0,False,3.5553480614894135,-0.023598230841519907,3.5789462923309334
AR,307,AR,148,2022-05-01,32.0,False,3.4657359027997265,-0.09001421679911514,3.5557501195988417
AR,308,AR,149,2022-06-01,33.0,False,3.4965075614664802,-0.03636198950245406,3.5328695509689343
AR,309,AR,150,2022-07-01,34.0,False,3.5263605246161616,0.013407770652130502,3.512952753964031
AR,310,AR,151,2022-08-01,34.0,False,3.5263605246161616,0.028318661667584344,3.498041862948577
AR,311,AR,152,2022-09-01,31.0,False,3.4339872044851463,-0.05641527064607388,3.49040247513122
AR,312,AR,153,2022-10-01,29.0,False,3.367295829986474,-0.1254763354285955,3.4927721654150696
AR,313,AR,154,2022-11-01,29.0,False,3.367295829986474,-0.13965242420599688,3.506948254192471
AR,314,AR,155,2022-12-01,27.0,False,3.295836866004329,-0.23679992359429747,3.5326367895986266
AR,315,AR,156,2023-01-01,42.0,False,3.7376696182833684,0.17045333891806402,3.5672162793653044
AR,316,AR,157,2023-02-01,50.0,False,3.912023005428146,0.3079044395971091,3.604118565831037
AR,317,AR,158,2023-03-01,35.0,False,3.5553480614894135,-0.08426831882690689,3.6396163803163204
BR,318,BR,0,2010-01-01,100.0,False,4.605170185988092,0.09788304374529577,4.507287142242796
BR,319,BR,1,2010-02-01,90.0,False,4.499809670330265,0.021153980751651424,4.478655689578614
BR,320,BR,2,2010-03-01,80.0,False,4.382026634673881,-0.06962898630297243,4.451655620976854
BR,321,BR,3,2010-04-01,79.0,False,4.3694478524670215,-0.05882303437877745,4.428270886845799
BR,322,BR,4,2010-05-01,83.0,False,4.418840607796598,0.00951565330791837,4.40932495448868
BR,323,BR,5,2010-06-01,76.0,False,4.330733340286331,-0.06392756701608704,4.394660907302418
