,,Pais,level_1,date,/g/120ry1nd,isPartial,log,cycle,trend
PA,2350,PA,138,2021-07-01,34.0,False,3.5263605246161616,0.0035696540388574505,3.522790870577304
PA,2351,PA,139,2021-08-01,38.0,False,3.6375861597263857,0.110577425139462,3.5270087345869237
PA,2352,PA,140,2021-09-01,56.0,False,4.02535169073515,0.5133014717634317,3.512050218971718
PA,2353,PA,141,2021-10-01,59.0,False,4.07753744390572,0.6014647266293052,3.4760727172764145
PA,2354,PA,142,2021-11-01,35.0,False,3.5553480614894135,0.12955941391428238,3.425788647575131
PA,2355,PA,143,2021-12-01,21.0,False,3.044522437723423,-0.33341240232905145,3.3779348400524745
PA,2356,PA,144,2022-01-01,8.0,False,2.0794415416798357,-1.271965906778454,3.3514074484582896
PA,2357,PA,145,2022-02-01,18.0,False,2.8903717578961645,-0.4691739952741054,3.35954575317027
PA,2358,PA,146,2022-03-01,32.0,False,3.4657359027997265,0.0712463000132586,3.394489602786468
PA,2359,PA,147,2022-04-01,36.0,False,3.58351893845611,0.14295965913907782,3.440559279317032
PA,2360,PA,148,2022-05-01,43.0,False,3.7612001156935624,0.2779376125878974,3.483262503105665
PA,2361,PA,149,2022-06-01,23.0,False,3.1354942159291497,-0.374995439552571,3.5104896554817206
PA,2362,PA,150,2022-07-01,100.0,False,4.605170185988092,1.0904067746704076,3.514763411317684
PA,2363,PA,151,2022-08-01,34.0,False,3.5263605246161616,0.044004003122666724,3.482356521493495
PA,2364,PA,152,2022-09-01,33.0,False,3.4965075614664802,0.07879237833287878,3.4177151831336015
PA,2365,PA,153,2022-10-01,27.0,False,3.295836866004329,-0.030182127410169013,3.326018993414498
PA,2366,PA,154,2022-11-01,35.0,False,3.5553480614894135,0.34158730567118223,3.2137607558182313
PA,2367,PA,155,2022-12-01,13.0,False,2.5649493574615367,-0.5219808809084734,3.08693023837001
PA,2368,PA,156,2023-01-01,16.0,False,2.772588722239781,-0.18462160861644605,2.957210330856227
PA,2369,PA,157,2023-02-01,17.0,True,2.833213344056216,0.005629102341414782,2.8275842417148014
UY,2370,UY,0,2010-01-01,0.0,False,-4.605170185988091,-0.008178312675028998,-4.596991873313062
UY,2371,UY,1,2010-02-01,0.0,False,-4.605170185988091,-0.8971730203461101,-3.707997165641981
UY,2372,UY,2,2010-03-01,0.0,False,-4.605170185988091,-1.7860314228059395,-2.8191387631821514
UY,2373,UY,3,2010-04-01,0.0,False,-4.605170185988091,-2.6596643311708332,-1.9455058548172575
UY,2374,UY,4,2010-05-01,34.0,False,3.5263605246161616,4.658315344427247,-1.131954819811085
UY,2375,UY,5,2010-06-01,16.0,False,2.772588722239781,3.240258498520047,-0.46766977628026574
UY,2376,UY,6,2010-07-01,63.0,False,4.143134726391533,4.107330979659175,0.03580374673235731
UY,2377,UY,7,2010-08-01,0.0,False,-4.605170185988091,-5.026094714480698,0.4209245284926073
UY,2378,UY,8,2010-09-01,0.0,False,-4.605170185988091,-5.40377705058205,0.7986068645939596
UY,2379,UY,9,2010-10-01,17.0,False,2.833213344056216,1.6372165386676718,1.1959968053885444
UY,2380,UY,10,2010-11-01,24.0,False,3.1780538303479458,1.6278763799624894,1.5501774503854564
